,prev_chapter,prev_section,prev_cg,next_chapter,next_section,next_cg,junyi_code,level,learning_content,pre_code,para_code,theme,topic
53,三年級,正方形和長方形,S-3-2,四年級,垂直與平行,S-4-5,S-3-2,主題,正方形和長方形：以邊與角的特徵來定義正方形和長方形。備註：知道如何判斷斜擺的長方形或正方形依舊是長方形或正方形。,"S-2-1,S-2-2,S-2-4","N-3-13,S-3-1,N-3-14,S-3-4",S,
53,三年級,正方形和長方形,S-3-2,四年級,四邊形,S-4-8,S-3-2,主題,正方形和長方形：以邊與角的特徵來定義正方形和長方形。備註：知道如何判斷斜擺的長方形或正方形依舊是長方形或正方形。,"S-2-1,S-2-2,S-2-4","N-3-13,S-3-1,N-3-14,S-3-4",S,
54,三年級,圓,S-3-3,二年級,物體之幾何特徵,S-2-1,S-3-3,主題,"圓：「圓心」、「圓周」、「半徑」與「直徑」。能使用圓規畫指定半徑的圓。
 備註:知道圓心是認識圓的重要定義元素，但是圓心並不屬於圓。","S-2-1,S-2-2",,S,
54,三年級,圓,S-3-3,二年級,簡單幾何形體,S-2-2,S-3-3,主題,"圓：「圓心」、「圓周」、「半徑」與「直徑」。能使用圓規畫指定半徑的圓。
 備註:知道圓心是認識圓的重要定義元素，但是圓心並不屬於圓。","S-2-1,S-2-2",,S,
54,三年級,圓,S-3-3,五年級,扇形,S-5-3,S-3-3,主題,"圓：「圓心」、「圓周」、「半徑」與「直徑」。能使用圓規畫指定半徑的圓。
 備註:知道圓心是認識圓的重要定義元素，但是圓心並不屬於圓。","S-2-1,S-2-2",,S,
54,三年級,圓,S-3-3,五年級,球、柱體與錐體,S-5-7,S-3-3,主題,"圓：「圓心」、「圓周」、「半徑」與「直徑」。能使用圓規畫指定半徑的圓。
 備註:知道圓心是認識圓的重要定義元素，但是圓心並不屬於圓。","S-2-1,S-2-2",,S,
55,三年級,幾何形體之操作,S-3-4,四年級,體積與「立方公分」,N-4-12,S-3-4,主題,"幾何形體之操作：以操作活動為主。平面圖形的分割與重組。初步體驗展開圖如何黏合成立體形體。知道不同之展開圖可能黏合成同一形狀之立體形體。
 備註：以操作體驗平面圖形關係與空間感為目標，啟發學生探討與發現之興趣，但不做任何數學知識的歸納。展開圖活動只是初步體驗，勿做過多複雜推理活動。本條目不做操作以外的紙筆評量。","N-2-9,S-2-2","N-3-4,N-3-6,S-3-2",S,
55,三年級,幾何形體之操作,S-3-4,四年級,三角形,S-4-7,S-3-4,主題,"幾何形體之操作：以操作活動為主。平面圖形的分割與重組。初步體驗展開圖如何黏合成立體形體。知道不同之展開圖可能黏合成同一形狀之立體形體。
 備註：以操作體驗平面圖形關係與空間感為目標，啟發學生探討與發現之興趣，但不做任何數學知識的歸納。展開圖活動只是初步體驗，勿做過多複雜推理活動。本條目不做操作以外的紙筆評量。","N-2-9,S-2-2","N-3-4,N-3-6,S-3-2",S,
55,三年級,幾何形體之操作,S-3-4,四年級,四邊形,S-4-8,S-3-4,主題,"幾何形體之操作：以操作活動為主。平面圖形的分割與重組。初步體驗展開圖如何黏合成立體形體。知道不同之展開圖可能黏合成同一形狀之立體形體。
 備註：以操作體驗平面圖形關係與空間感為目標，啟發學生探討與發現之興趣，但不做任何數學知識的歸納。展開圖活動只是初步體驗，勿做過多複雜推理活動。本條目不做操作以外的紙筆評量。","N-2-9,S-2-2","N-3-4,N-3-6,S-3-2",S,
55,三年級,幾何形體之操作,S-3-4,五年級,三角形與四邊形的性質,S-5-1,S-3-4,主題,"幾何形體之操作：以操作活動為主。平面圖形的分割與重組。初步體驗展開圖如何黏合成立體形體。知道不同之展開圖可能黏合成同一形狀之立體形體。
 備註：以操作體驗平面圖形關係與空間感為目標，啟發學生探討與發現之興趣，但不做任何數學知識的歸納。展開圖活動只是初步體驗，勿做過多複雜推理活動。本條目不做操作以外的紙筆評量。","N-2-9,S-2-2","N-3-4,N-3-6,S-3-2",S,
55,三年級,幾何形體之操作,S-3-4,五年級,三角形與四邊形的面積,S-5-2,S-3-4,主題,"幾何形體之操作：以操作活動為主。平面圖形的分割與重組。初步體驗展開圖如何黏合成立體形體。知道不同之展開圖可能黏合成同一形狀之立體形體。
 備註：以操作體驗平面圖形關係與空間感為目標，啟發學生探討與發現之興趣，但不做任何數學知識的歸納。展開圖活動只是初步體驗，勿做過多複雜推理活動。本條目不做操作以外的紙筆評量。","N-2-9,S-2-2","N-3-4,N-3-6,S-3-2",S,
55,三年級,幾何形體之操作,S-3-4,五年級,空間中面與面的關係,S-5-6,S-3-4,主題,"幾何形體之操作：以操作活動為主。平面圖形的分割與重組。初步體驗展開圖如何黏合成立體形體。知道不同之展開圖可能黏合成同一形狀之立體形體。
 備註：以操作體驗平面圖形關係與空間感為目標，啟發學生探討與發現之興趣，但不做任何數學知識的歸納。展開圖活動只是初步體驗，勿做過多複雜推理活動。本條目不做操作以外的紙筆評量。","N-2-9,S-2-2","N-3-4,N-3-6,S-3-2",S,
55,三年級,幾何形體之操作,S-3-4,五年級,球、柱體與錐體,S-5-7,S-3-4,主題,"幾何形體之操作：以操作活動為主。平面圖形的分割與重組。初步體驗展開圖如何黏合成立體形體。知道不同之展開圖可能黏合成同一形狀之立體形體。
 備註：以操作體驗平面圖形關係與空間感為目標，啟發學生探討與發現之興趣，但不做任何數學知識的歸納。展開圖活動只是初步體驗，勿做過多複雜推理活動。本條目不做操作以外的紙筆評量。","N-2-9,S-2-2","N-3-4,N-3-6,S-3-2",S,
56,三年級,乘法與除法的關係:乘除互逆。應用於驗算與解題。(同N-3-6)備註,R-3-1,,,,R-3-1,主題,"乘法與除法的關係:乘除互逆。應用於驗算與解題。(同N-3-6)
 備註：理解例如「3的幾倍是15」、「什麼數的4倍是12」要用除法列式解題。",N-2-9,"N-3-4,N-3-6",R,
57,三年級,數量模式與推理(I),R-3-2,四年級,四則計算規律（I）,R-4-2,R-3-2,主題,"數量模式與推理(I)：以操作活動為主。一維變化模式之觀察與推理，例如數列、一維圖表等。
 備註:含學生之簡單推理與說明。本教學活動不可出現公視，此非本條目之學習目標。可結合表格教學(D-3-1)。",,"N-3-4,D-3-1",R,
57,三年級,數量模式與推理(I),R-3-2,四年級,數量模式與推理（II）,R-4-4,R-3-2,主題,"數量模式與推理(I)：以操作活動為主。一維變化模式之觀察與推理，例如數列、一維圖表等。
 備註:含學生之簡單推理與說明。本教學活動不可出現公視，此非本條目之學習目標。可結合表格教學(D-3-1)。",,"N-3-4,D-3-1",R,
57,三年級,數量模式與推理(I),R-3-2,六年級,數量關係,R-6-2,R-3-2,主題,"數量模式與推理(I)：以操作活動為主。一維變化模式之觀察與推理，例如數列、一維圖表等。
 備註:含學生之簡單推理與說明。本教學活動不可出現公視，此非本條目之學習目標。可結合表格教學(D-3-1)。",,"N-3-4,D-3-1",R,
58,三年級,一維表格與二維表格,D-3-1,四年級,報讀長條圖與折線圖以及製作長條圖,D-4-1,D-3-1,主題,"一維表格與二維表格：以操作活動為主。報讀、說明與製作生活中的表格。二維表格含列聯表。
 備註：製作表格不限於日常資料統計性題材，也可應用於觀察數量模式的變化（R-3-2）。",D-2-1,R-3-2,D,
59,四年級,一億以內的數,N-4-1,五年級,十進位的位值系統,N-5-1,N-4-1,主題,一億以內的數：位值單位「萬」、「十萬」、「百萬」、「千萬」。建立應用大數時之計算習慣，如「30萬1200」與「21萬300」的加減法。,N-3-1,"N-4-1,N-4-2,N-4-4,N-4-9",N,
59,四年級,一億以內的數,N-4-1,五年級,扇形,S-5-3,N-4-1,主題,一億以內的數：位值單位「萬」、「十萬」、「百萬」、「千萬」。建立應用大數時之計算習慣，如「30萬1200」與「21萬300」的加減法。,N-3-1,"N-4-1,N-4-2,N-4-4,N-4-9",N,
60,四年級,較大位數之乘除計算,N-4-2,五年級,十進位的位值系統,N-5-1,N-4-2,主題,較大位數之乘除計算：處理乘數與除數為多位數之乘除直式計算。教師用位值的概念說明直式計算的合理性。,"N-3-3,N-3-5","N-4-3,N-3-3,N-4-1",N,
61,四年級,兩步驟應用問題(乘除，連除),N-4-3,五年級,十進位的位值系統,N-5-2,N-4-3,主題,解題:兩步驟應用問題(乘除，連除)。乘與除、連除之應用解題。,"N-3-7,N-3-6","R-4-1,R-4-2,N-4-2",N,
61,四年級,兩步驟應用問題(乘除，連除),N-4-3,六年級,比與比值,N-6-6,N-4-3,主題,解題:兩步驟應用問題(乘除，連除)。乘與除、連除之應用解題。,"N-3-7,N-3-6","R-4-1,R-4-2,N-4-2",N,
62,四年級,解題,N-4-4,五年級,十進位的位值系統,N-5-1,N-4-4,主題,解題：對大數取概數。具體生活情境。四捨五入法、無條件進入、無條件捨去。含運用概數做估算。近似符號「≈」的使用。,N-3-8,"N-4-1,N-4-9",N,
62,四年級,解題,N-4-4,五年級,解題：對小數取概數,N-5-11,N-4-4,主題,解題：對大數取概數。具體生活情境。四捨五入法、無條件進入、無條件捨去。含運用概數做估算。近似符號「≈」的使用。,N-3-8,"N-4-1,N-4-9",N,
62,四年級,解題,N-4-4,五年級,面積,N-5-12,N-4-4,主題,解題：對大數取概數。具體生活情境。四捨五入法、無條件進入、無條件捨去。含運用概數做估算。近似符號「≈」的使用。,N-3-8,"N-4-1,N-4-9",N,
62,四年級,解題,N-4-4,五年級,重量,N-5-13,N-4-4,主題,解題：對大數取概數。具體生活情境。四捨五入法、無條件進入、無條件捨去。含運用概數做估算。近似符號「≈」的使用。,N-3-8,"N-4-1,N-4-9",N,
62,四年級,解題,N-4-4,十年級,常用對數,N-10-4,N-4-4,主題,解題：對大數取概數。具體生活情境。四捨五入法、無條件進入、無條件捨去。含運用概數做估算。近似符號「≈」的使用。,N-3-8,"N-4-1,N-4-9",N,
63,四年級,同分母分數,N-4-5,五年級,異分母分數,N-5-4,N-4-5,主題,同分母分數：一般同分母分數教學（包括「真分數」、「假分數」、「帶分數」名詞引入）。假分數和帶分數之變換。同分母分數的比較、加、減與整數倍。,N-3-9,"N-4-6,N-4-8",N,
63,四年級,同分母分數,N-4-5,五年級,分數的乘法,N-5-5,N-4-5,主題,同分母分數：一般同分母分數教學（包括「真分數」、「假分數」、「帶分數」名詞引入）。假分數和帶分數之變換。同分母分數的比較、加、減與整數倍。,N-3-9,"N-4-6,N-4-8",N,
64,四年級,等值分數,N-4-6,五年級,異分母分數,N-5-4,N-4-6,主題,等值分數：由操作活動中理解等值分數的意義。簡單異分母分數的比較、加、減的意義。簡單分數與小數的互換。,N-3-9,"N-4-5,N-4-8",N,
64,四年級,等值分數,N-4-6,五年級,公因數和公倍數,N-5-3,N-4-6,主題,等值分數：由操作活動中理解等值分數的意義。簡單異分母分數的比較、加、減的意義。簡單分數與小數的互換。,N-3-9,"N-4-5,N-4-8",N,
64,四年級,等值分數,N-4-6,五年級,整數、小數除以整數(商為小數),N-5-9,N-4-6,主題,等值分數：由操作活動中理解等值分數的意義。簡單異分母分數的比較、加、減的意義。簡單分數與小數的互換。,N-3-9,"N-4-5,N-4-8",N,
64,四年級,等值分數,N-4-6,五年級,解題：比率與應用,N-5-10,N-4-6,主題,等值分數：由操作活動中理解等值分數的意義。簡單異分母分數的比較、加、減的意義。簡單分數與小數的互換。,N-3-9,"N-4-5,N-4-8",N,
65,四年級,二位小數,N-4-7,五年級,十進位的位值系統,N-5-1,N-4-7,主題,二位小數：位值單位「百分位」。位值單位換算。比較、計算與解題。用直式計算二位小數的加、減與整數倍。,N-3-10,,N,
66,四年級,數線與分數、小數,N-4-8,七年級,數線,N-7-5,N-4-8,主題,數線與分數、小數：連結分小數長度量的經驗。以標記和簡單的比較與計算，建立整數、分數、小數一體的認識。,"N-3-11,N-3-9","N-4-6,N-4-5",N,
67,四年級,長度,N-4-9,五年級,面積,N-5-12,N-4-9,主題,長度：「公里」。生活實例之應用。含其他長度單位的換算與計算。,"N-3-1,N-3-12","N-4-1,N-4-4",N,
67,四年級,長度,N-4-9,五年級,重量,N-5-13,N-4-9,主題,長度：「公里」。生活實例之應用。含其他長度單位的換算與計算。,"N-3-1,N-3-12","N-4-1,N-4-4",N,
67,四年級,長度,N-4-9,五年級,體積,N-5-14,N-4-9,主題,長度：「公里」。生活實例之應用。含其他長度單位的換算與計算。,"N-3-1,N-3-12","N-4-1,N-4-4",N,
68,四年級,角度,N-4-10,五年級,三角形與四邊形的性質,S-5-1,N-4-10,主題,角度：「度」（同S-4-1）。量角器的操作。實測、估測與計算。以角的合成認識180度到360度之間的角度。「平角」、「周角」。指定角度作圖。,"N-3-13,S-3-1","S-4-1,S-4-2,S-4-5,S-4-6,S-4-7",N,
68,四年級,角度,N-4-10,五年級,扇形,S-5-3,N-4-10,主題,角度：「度」（同S-4-1）。量角器的操作。實測、估測與計算。以角的合成認識180度到360度之間的角度。「平角」、「周角」。指定角度作圖。,"N-3-13,S-3-1","S-4-1,S-4-2,S-4-5,S-4-6,S-4-7",N,
68,四年級,角度,N-4-10,五年級,線對稱,S-5-4,N-4-10,主題,角度：「度」（同S-4-1）。量角器的操作。實測、估測與計算。以角的合成認識180度到360度之間的角度。「平角」、「周角」。指定角度作圖。,"N-3-13,S-3-1","S-4-1,S-4-2,S-4-5,S-4-6,S-4-7",N,
69,四年級,面積,N-4-11,五年級,面積,N-5-12,N-4-11,主題,面積：「平方公尺」。實測、量感、估測與計算。,N-3-14,S-4-3,N,
69,四年級,面積,N-4-11,五年級,三角形與四邊形的面積,S-5-2,N-4-11,主題,面積：「平方公尺」。實測、量感、估測與計算。,N-3-14,S-4-3,N,
70,四年級,體積與「立方公分」,N-4-12,五年級,體積,N-5-14,N-4-12,主題,體積與「立方公分」：以具體操作為主。體積認識基於1立方公分之正方體。,S-3-4,"N-4-12,S-4-4",N,
70,四年級,體積與「立方公分」,N-4-12,五年級,解題：容積,N-5-15,N-4-12,主題,體積與「立方公分」：以具體操作為主。體積認識基於1立方公分之正方體。,S-3-4,"N-4-12,S-4-4",N,
70,四年級,體積與「立方公分」,N-4-12,五年級,正方體和長方體,S-5-5,N-4-12,主題,體積與「立方公分」：以具體操作為主。體積認識基於1立方公分之正方體。,S-3-4,"N-4-12,S-4-4",N,
